# Items: 2000, Weight: 1000
# Index, Weight, Price
0 1 34
1 1 430
2 1 360
3 1 869
4 1 93
5 1 4
6 1 463
7 1 321
8 1 412
9 1 299
10 1 486
11 1 133
12 1 625
13 1 975
14 1 837
15 1 53
16 1 607
17 1 782
18 1 319
19 1 957
20 1 118
21 1 366
22 1 926
23 1 480
24 1 392
25 1 450
26 1 933
27 1 815
28 1 17
29 1 985
30 1 415
31 1 924
32 1 278
33 1 768
34 1 255
35 1 954
36 1 559
37 1 4
38 1 969
39 1 548
40 1 260
41 1 975
42 1 433
43 1 965
44 1 186
45 1 732
46 1 135
47 1 376
48 1 22
49 1 944
50 1 704
51 1 345
52 1 989
53 1 490
54 1 489
55 1 368
56 1 170
57 1 169
58 1 543
59 1 74
60 1 52
61 1 563
62 1 503
63 1 416
64 1 541
65 1 154
66 1 260
67 1 509
68 1 301
69 1 191
70 1 374
71 1 860
72 1 721
73 1 963
74 1 425
75 1 674
76 1 420
77 1 30
78 1 644
79 1 697
80 1 558
81 1 437
82 1 808
83 1 301
84 1 531
85 1 594
86 1 149
87 1 422
88 1 493
89 1 389
90 1 320
91 1 222
92 1 835
93 1 733
94 1 151
95 1 856
96 1 324
97 1 732
98 1 583
99 1 860
100 1 556
101 1 587
102 1 994
103 1 993
104 1 250
105 1 793
106 1 667
107 1 352
108 1 694
109 1 329
110 1 754
111 1 185
112 1 52
113 1 108
114 1 814
115 1 989
116 1 701
117 1 754
118 1 756
119 1 164
120 1 41
121 1 830
122 1 980
123 1 892
124 1 598
125 1 738
126 1 308
127 1 84
128 1 112
129 1 625
130 1 179
131 1 997
132 1 203
133 1 766
134 1 763
135 1 118
136 1 841
137 1 344
138 1 873
139 1 892
140 1 374
141 1 168
142 1 857
143 1 959
144 1 57
145 1 442
146 1 161
147 1 867
148 1 403
149 1 603
150 1 783
151 1 401
152 1 457
153 1 265
154 1 116
155 1 205
156 1 161
157 1 784
158 1 834
159 1 897
160 1 706
161 1 691
162 1 830
163 1 155
164 1 442
165 1 288
166 1 819
167 1 309
168 1 685
169 1 360
170 1 954
171 1 788
172 1 780
173 1 10
174 1 763
175 1 62
176 1 819
177 1 80
178 1 79
179 1 539
180 1 207
181 1 687
182 1 628
183 1 224
184 1 763
185 1 648
186 1 245
187 1 299
188 1 511
189 1 55
190 1 958
191 1 624
192 1 420
193 1 474
194 1 310
195 1 785
196 1 218
197 1 970
198 1 622
199 1 102
200 1 878
201 1 66
202 1 43
203 1 969
204 1 286
205 1 26
206 1 656
207 1 58
208 1 254
209 1 943
210 1 361
211 1 217
212 1 852
213 1 363
214 1 991
215 1 746
216 1 467
217 1 379
218 1 401
219 1 288
220 1 294
221 1 953
222 1 961
223 1 228
224 1 547
225 1 60
226 1 151
227 1 970
228 1 402
229 1 314
230 1 625
231 1 922
232 1 923
233 1 657
234 1 610
235 1 891
236 1 820
237 1 718
238 1 820
239 1 854
240 1 677
241 1 2
242 1 82
243 1 986
244 1 471
245 1 382
246 1 836
247 1 612
248 1 217
249 1 431
250 1 909
251 1 560
252 1 410
253 1 97
254 1 934
255 1 534
256 1 728
257 1 983
258 1 639
259 1 906
260 1 235
261 1 768
262 1 776
263 1 526
264 1 657
265 1 923
266 1 676
267 1 408
268 1 213
269 1 240
270 1 987
271 1 579
272 1 950
273 1 301
274 1 562
275 1 61
276 1 452
277 1 53
278 1 540
279 1 893
280 1 422
281 1 197
282 1 335
283 1 71
284 1 956
285 1 783
286 1 390
287 1 272
288 1 257
289 1 594
290 1 22
291 1 616
292 1 641
293 1 396
294 1 55
295 1 875
296 1 321
297 1 695
298 1 385
299 1 688
300 1 169
301 1 442
302 1 569
303 1 901
304 1 204
305 1 195
306 1 219
307 1 289
