# Items: 5000, Weight: 125000
# Index, Weight, Price
0 93 156
1 38 12
2 37 675
3 54 436
4 68 702
5 22 922
6 34 812
7 9 820
8 12 247
9 2 601
10 77 295
11 84 633
12 33 507
13 70 551
14 12 262
15 10 263
16 61 667
17 95 966
18 87 131
19 54 138
20 5 772
21 16 175
22 93 142
23 35 815
24 90 733
25 64 155
26 99 260
27 24 384
28 5 909
29 92 623
30 87 966
31 12 474
32 98 647
33 43 945
34 74 83
35 42 908
36 75 484
37 49 922
38 70 422
39 13 309
40 46 388
41 64 782
42 80 818
43 84 694
44 78 321
45 71 965
46 61 387
47 32 670
48 6 923
49 66 517
50 60 441
51 37 589
52 46 875
53 49 555
54 66 277
55 20 493
56 13 19
57 48 766
58 23 468
59 88 208
60 65 818
61 91 366
62 16 244
63 94 120
64 26 42
65 30 905
66 1 961
67 45 195
68 28 905
69 10 953
70 38 534
71 18 825
72 45 778
73 47 277
74 91 603
75 59 71
76 39 583
77 9 280
78 86 200
79 33 41
80 82 832
81 48 606
82 82 454
83 34 908
84 22 301
85 11 458
86 63 159
87 45 118
88 93 68
89 76 553
90 53 614
91 79 751
92 41 68
93 95 271
94 23 923
95 21 917
96 25 786
97 77 247
98 55 692
99 66 268
100 76 400
101 96 512
102 82 743
103 52 907
104 76 749
105 49 618
106 28 431
107 65 109
108 31 901
109 15 451
110 92 244
111 9 389
112 28 632
113 98 403
114 2 579
115 38 863
116 70 126
117 89 495
118 59 965
119 31 550
120 73 581
121 72 658
122 64 223
123 32 469
124 24 955
125 44 566
126 83 581
127 79 747
128 5 324
129 1 266
130 38 320
131 12 11
132 44 989
133 76 160
134 65 227
135 19 465
136 64 792
137 65 104
138 31 150
139 54 265
140 92 570
141 31 161
142 82 407
143 95 73
144 89 917
145 67 195
146 57 66
147 47 54
148 90 456
149 43 7
150 3 808
151 22 784
152 70 63
153 45 758
154 52 330
155 74 825
156 14 666
157 17 819
158 93 469
159 32 549
160 31 38
161 76 523
162 47 24
163 17 541
164 76 254
165 71 82
166 22 179
167 38 6
168 80 177
169 84 748
170 74 61
171 11 438
172 30 701
173 59 110
174 78 898
175 65 370
176 87 698
177 74 156
178 22 13
179 6 304
180 71 405
181 22 471
182 65 404
183 52 761
184 15 747
185 36 663
186 84 352
187 37 680
188 24 650
189 20 803
190 76 692
191 93 910
192 60 490
193 57 218
194 62 131
195 25 93
196 81 510
197 95 14
198 86 742
199 92 279
200 18 704
201 52 370
202 93 285
203 47 545
204 44 344
205 4 549
206 39 854
207 83 351
208 37 743
209 14 730
210 56 616
211 37 280
212 96 746
213 7 986
214 73 151
215 41 195
216 45 463
217 15 398
218 8 873
219 88 980
220 17 662
221 43 312
222 39 822
223 83 924
224 99 896
225 81 286
226 4 530
227 50 945
228 19 235
229 41 214
230 99 284
231 83 37
232 44 480
233 65 623
234 12 791
235 76 623
236 19 594
237 67 460
238 78 824
239 73 638
240 40 670
241 61 339
242 34 147
243 6 442
244 20 962
245 16 617
246 3 733
247 81 899
248 99 261
249 74 797
250 19 810
251 11 562
252 52 150
253 61 284
254 17 194
255 68 537
256 60 926
257 60 301
258 1 831
259 90 814
260 13 439
261 32 341
262 21 285
263 14 929
264 38 674
265 62 775
266 23 695
267 72 8
268 6 144
269 6 669
270 93 209
271 43 542
272 43 822
273 43 74
274 65 633
275 41 66
276 26 207
277 75 148
278 80 21
279 15 275
280 58 277
281 59 274
282 65 986
283 50 810
284 2 58
285 56 745
286 56 202
287 51 649
288 45 490
289 4 563
290 17 512
291 42 622
292 72 229
293 45 18
294 84 169
295 38 645
296 8 462
297 33 392
298 53 597
299 67 95
300 2 929
301 89 815
302 34 394
303 65 568
304 10 476
305 93 27
306 52 280
307 41 920
308 8 459
309 65 416
310 21 525
311 84 304
312 56 213
313 31 319
314 85 176
315 5 706
316 49 783
317 33 838
318 33 506
319 36 910
320 20 879
321 81 828
322 60 921
323 16 226
324 94 126
325 65 573
326 30 151
327 23 943
328 99 696
329 21 831
330 23 73
331 34 666
332 21 139
333 82 161
334 75 559
335 40 443
336 11 554
337 26 534
338 95 905
339 19 316
340 27 445
341 34 405
342 35 88
343 85 64
344 5 339
345 96 384
346 71 823
347 64 604
348 48 672
349 60 61
350 48 841
351 25 383
352 11 896
353 43 327
354 47 531
355 26 587
356 70 427
357 21 388
358 21 336
359 25 882
360 73 615
361 34 899
362 70 843
363 69 410
364 85 537
365 7 92
366 22 460
367 16 634
368 11 150
369 81 342
370 71 488
371 54 442
372 60 871
373 62 496
374 2 258
375 24 182
376 87 402
377 63 519
378 91 855
379 5 523
380 59 733
381 71 816
382 40 898
383 8 436
384 94 991
385 83 482
386 82 956
387 85 179
388 26 60
389 14 994
390 69 25
391 14 985
392 55 569
393 79 403
394 92 264
395 82 538
396 62 487
397 17 399
398 30 414
399 6 292
400 41 768
401 43 712
402 8 604
403 22 352
404 35 254
405 53 363
406 92 796
407 86 639
408 79 943
409 70 302
410 13 666
411 89 632
412 6 371
413 24 810
414 71 26
415 41 936
416 94 457
417 91 317
418 26 272
419 40 916
420 6 139
421 43 248
422 36 859
423 39 11
424 99 672
425 63 732
426 11 111
427 21 863
428 52 810
429 61 328
430 93 606
431 88 745
432 67 728
433 3 814
434 20 547
435 91 118
436 80 506
437 7 410
438 9 119
439 70 622
440 98 418
441 97 981
442 70 93
443 14 302
444 49 661
445 45 303
446 48 489
447 70 194
448 51 719
449 47 258
450 10 459
451 18 674
452 48 62
453 84 891
454 51 342
455 45 969
456 72 805
457 16 728
458 60 2
459 94 505
460 94 806
461 18 349
462 64 240
463 32 633
464 15 837
465 18 527
466 33 914
467 80 792
468 64 199
469 83 449
470 4 931
471 91 108
472 41 342
473 11 249
474 6 27
475 1 482
476 12 774
477 62 427
478 7 131
479 7 265
480 81 152
481 33 40
482 62 522
483 4 324
484 73 263
485 59 31
486 70 591
487 41 585
488 97 140
489 73 568
490 97 851
491 46 356
492 35 771
493 75 979
494 7 877
495 70 833
496 11 48
497 85 37
498 23 35
499 70 875
500 39 283
501 40 984
502 78 422
503 77 85
504 27 182
505 83 774
506 82 535
507 63 234
508 11 393
509 78 445
510 77 25
511 45 301
512 33 436
513 19 562
514 66 907
515 18 930
516 42 393
517 87 387
518 87 576
519 23 740
520 58 927
521 13 497
522 90 46
523 13 833
524 95 521
525 76 864
526 80 661
527 85 836
528 30 564
529 55 627
530 91 692
531 87 616
532 64 260
533 16 579
534 2 344
535 90 354
536 62 875
537 13 821
538 70 683
539 44 156
540 16 424
541 98 202
542 88 676
543 2 603
544 69 913
545 51 377
546 73 884
547 12 622
548 17 279
549 29 918
550 81 280
551 47 590
552 31 886
553 6 753
554 62 687
555 59 960
556 29 527
557 4 494
558 69 863
559 63 952
560 40 20
561 37 311
562 18 610
563 32 102
564 72 631
565 6 952
566 68 793
567 28 414
568 56 570
569 13 389
570 29 862
571 58 952
572 89 26
573 17 238
574 72 460
575 27 48
576 65 781
577 77 212
578 59 208
579 71 16
580 8 197
581 91 908
582 7 962
583 10 145
584 19 585
585 13 628
586 62 864
587 87 857
588 7 400
589 65 943
590 27 808
591 97 102
592 39 760
593 4 367
594 15 60
595 6 253
596 84 140
597 81 984
598 4 608
599 42 476
600 13 682
601 46 403
602 18 790
603 28 929
604 29 200
605 57 557
606 78 667
607 34 752
608 6 363
609 41 164
610 56 151
611 28 245
612 36 502
613 61 327
614 32 179
615 93 946
616 1 628
617 63 787
618 6 907
619 57 739
620 31 258
621 71 523
622 33 781
623 81 688
624 31 671
625 61 739
626 18 297
627 42 13
628 19 117
629 3 545
630 14 548
631 36 372
632 31 663
633 99 19
634 12 475
635 36 874
636 94 909
637 86 946
638 10 184
639 27 892
640 49 353
641 26 940
642 28 524
643 52 54
644 6 634
645 48 825
646 5 216
647 64 153
648 59 933
649 43 593
650 87 78
651 96 19
652 30 742
653 46 266
654 54 271
655 25 92
656 62 195
657 78 295
658 67 483
659 67 909
660 81 805
661 15 797
662 26 992
663 38 129
664 38 817
665 77 7
666 31 943
667 20 554
668 91 418
669 84 803
670 51 786
671 86 779
672 55 910
673 82 699
674 76 294
675 45 552
676 90 617
677 39 769
678 78 361
679 12 950
680 97 401
681 97 21
682 24 382
683 17 304
684 12 170
685 20 649
686 38 508
687 46 585
688 37 626
689 11 232
690 60 835
691 69 60
692 24 572
693 87 3
694 85 830
695 54 554
696 22 251
697 69 848
698 8 247
699 35 967
700 4 850
701 48 445
702 32 975
703 73 727
704 19 326
705 55 572
706 18 428
707 2 122
708 10 64
709 15 557
710 9 386
711 21 643
712 21 208
713 23 382
714 12 482
715 17 374
716 96 556
717 93 609
718 8 340
719 33 666
720 5 282
721 93 91
722 9 972
723 25 280
724 44 782
725 79 943
726 15 740
727 8 69
728 82 315
729 83 735
730 75 107
731 73 769
732 79 801
733 64 65
734 46 44
735 79 791
736 25 437
737 7 188
738 8 739
739 81 988
740 15 371
741 92 970
742 78 448
743 36 990
744 11 444
745 92 725
746 9 749
747 34 901
748 42 849
749 39 835
750 53 713
751 52 451
752 70 907
753 51 363
754 57 627
755 13 838
756 15 107
757 30 270
758 25 261
759 15 276
760 36 252
761 42 779
762 60 970
763 34 806
764 80 645
765 52 162
766 1 716
767 34 496
768 53 600
769 90 705
770 12 395
771 99 314
772 78 449
773 86 532
774 82 56
775 88 267
776 72 556
777 91 972
778 93 206
779 94 472
780 80 521
781 63 295
782 85 24
783 11 524
784 62 405
785 38 625
786 45 951
787 41 824
788 77 180
789 90 446
790 25 571
791 83 496
792 56 685
793 74 734
794 48 997
795 24 581
796 40 476
797 7 697
798 56 353
799 4 90
800 12 222
801 3 220
802 60 798
803 67 193
804 82 802
805 9 69
806 41 518
807 30 345
808 79 506
809 67 180
810 25 65
811 1 408
812 46 385
813 17 590
814 65 477
815 46 28
816 61 447
817 70 234
818 4 563
819 34 857
820 52 918
821 77 275
822 56 956
823 45 229
824 96 831
825 20 962
826 76 251
827 26 445
828 84 334
829 30 384
830 40 581
831 92 948
832 44 424
833 95 696
834 74 986
835 72 402
836 30 959
837 58 579
838 79 75
839 4 557
840 42 19
841 48 830
842 4 723
843 3 648
844 54 559
845 27 292
846 29 652
847 87 236
848 87 809
849 23 215
850 32 839
851 53 428
852 26 10
853 12 175
854 16 324
855 39 847
856 23 675
857 52 136
858 91 803
859 59 150
860 28 356
861 40 445
862 43 282
863 95 412
864 95 522
865 6 57
866 86 275
867 35 474
868 89 207
869 27 266
870 91 931
871 68 877
872 55 564
873 55 523
874 58 660
875 74 720
876 98 308
877 92 372
878 99 719
879 73 664
880 81 463
881 69 640
882 73 613
883 25 690
884 7 142
885 36 785
886 20 821
887 68 672
888 16 900
889 13 94
890 48 242
891 74 70
892 93 215
893 45 49
894 81 981
895 95 335
896 26 860
897 47 784
898 35 276
899 18 688
900 78 166
901 76 316
902 71 458
903 28 583
904 3 905
905 78 528
906 71 82
907 89 216
908 77 836
909 43 246
910 4 264
911 9 694
912 55 339
913 72 667
914 79 962
915 63 679
916 41 88
917 47 722
918 76 779
919 1 482
920 77 98
921 93 568
922 86 231
923 75 372
924 11 515
925 26 462
926 44 698
927 47 139
928 4 739
929 10 914
930 19 592
931 34 302
932 86 629
933 51 361
934 2 792
935 54 592
936 83 344
937 86 907
938 52 61
939 66 722
940 88 948
941 54 806
942 2 787
943 34 757
944 82 891
945 20 662
946 98 952
947 41 732
948 41 819
949 12 183
950 44 764
951 28 612
952 75 650
953 62 968
954 96 278
955 20 110
956 30 199
957 25 350
958 93 382
959 71 790
960 55 796
961 2 825
962 32 573
963 43 757
964 7 746
965 41 101
966 44 879
967 58 184
968 96 246
969 94 302
970 53 653
971 32 733
972 57 413
973 90 952
974 63 477
975 82 924
976 39 866
977 25 290
978 70 966
979 41 705
980 73 599
981 75 745
982 26 575
983 94 166
984 84 135
985 75 211
986 57 904
987 54 950
988 71 998
989 1 98
990 33 213
991 16 9
992 8 648
993 38 227
994 10 563
995 48 190
996 29 684
997 41 663
998 21 668
999 86 639
1000 55 726
1001 61 396
1002 74 241
1003 86 156
1004 2 162
1005 93 327
1006 68 525
1007 57 308
1008 58 459
1009 62 916
1010 7 89
1011 65 656
1012 45 546
1013 38 637
1014 62 561
1015 89 459
1016 3 674
1017 44 189
1018 91 329
1019 72 111
1020 72 410
1021 49 38
1022 80 902
1023 76 933
1024 63 953
1025 53 597
1026 21 93
1027 91 16
1028 87 883
1029 90 999
1030 54 90
1031 90 513
1032 42 5
1033 52 29
1034 28 357
1035 10 528
1036 58 18
1037 97 223
1038 49 947
1039 98 482
1040 47 880
1041 4 715
1042 65 801
1043 28 715
1044 36 653
1045 28 785
1046 86 940
1047 86 202
1048 10 746
1049 40 213
1050 18 552
1051 48 812
1052 94 312
