# Items: 50000, Weight: 125000000
# Index, Weight, Price
0 4232 104
1 1079 350
2 3029 297
3 6487 695
4 7945 979
5 7091 609
6 2804 371
7 5774 206
8 9367 106
9 4659 904
10 6070 476
11 7478 132
12 6096 274
13 7203 35
14 9119 719
15 5265 834
16 3910 218
17 5432 317
18 370 774
19 8828 865
20 6549 149
21 3446 916
22 7103 121
23 5823 919
24 6766 536
25 9096 782
26 5316 492
27 6841 516
28 500 460
29 9213 447
30 4701 668
31 5610 854
32 737 485
33 8324 335
34 1747 520
35 5700 638
36 8041 183
37 8507 50
38 6953 984
39 4784 420
40 3635 678
41 417 684
42 515 103
43 4871 960
44 7106 120
45 1816 494
46 945 281
47 9674 381
48 3240 277
49 1021 354
50 548 938
51 5663 227
52 4135 438
53 8320 873
54 8219 222
55 6509 69
56 5207 938
57 6629 203
58 8413 29
59 6818 517
60 2859 259
61 737 981
62 8871 711
63 9517 771
64 4706 855
65 6207 812
66 8017 951
67 7264 13
68 9971 239
69 5841 354
70 2054 83
71 208 322
72 2557 720
73 8504 577
74 8121 666
75 9648 681
76 8414 755
77 6865 339
78 3836 532
79 2928 810
80 3567 4
81 4350 814
82 2247 51
83 4218 885
84 2844 890
85 6634 253
86 7176 187
87 6475 256
88 6113 410
89 3919 174
90 7393 942
91 8640 348
92 8663 681
93 5360 784
94 8620 376
95 8767 519
96 2263 552
97 7661 320
98 4902 360
99 9824 141
100 1331 557
101 2755 446
102 6650 961
103 2822 393
104 1173 259
105 3374 373
106 8498 49
107 116 346
108 1114 516
109 4940 70
110 8971 567
111 7830 174
112 7493 774
113 3368 697
114 4007 277
115 4103 886
116 652 242
117 8705 789
118 5709 866
119 1891 157
120 9673 773
121 4767 441
122 8075 493
123 3060 559
124 9139 250
125 2389 97
126 2566 249
127 7842 960
128 4191 35
129 7646 616
130 1836 757
131 3096 300
132 2384 596
133 4751 896
134 8 193
135 1229 753
136 5944 260
137 5422 42
138 9913 377
139 2191 347
140 8213 296
141 9988 525
142 8197 871
143 3250 348
144 6122 139
145 7844 563
146 653 770
147 8753 314
148 3221 135
149 1045 572
150 1318 860
151 738 922
152 5990 387
153 9355 139
154 7239 244
155 4799 722
156 578 804
157 7007 203
158 3832 32
159 7747 955
160 8951 902
161 9009 900
162 5881 499
163 6240 247
164 6327 98
165 6242 545
166 833 555
167 6073 777
168 1954 557
169 3393 742
170 1030 78
171 5482 544
172 2339 768
173 6697 925
174 14 937
175 9058 277
176 8229 343
177 5185 592
178 3786 953
179 8192 507
180 1291 162
181 4690 909
182 4300 257
183 3388 462
184 8779 270
185 790 774
186 6356 296
187 143 136
188 7014 630
189 2635 815
190 533 332
191 1569 100
192 8608 91
193 6647 151
194 3312 929
195 3523 472
196 4947 710
197 3750 382
198 6688 176
199 119 100
200 1654 842
201 1859 180
202 4356 36
203 439 411
204 9427 925
205 6394 676
206 1319 244
207 9500 567
208 2314 1
209 2596 512
210 4685 865
211 2418 615
212 3460 648
213 3334 679
214 6636 736
215 4751 424
216 6475 578
217 912 851
218 1911 206
219 8801 425
220 12 949
221 3381 6
222 1860 65
223 16 783
224 9429 705
225 9371 23
226 3869 726
227 8514 34
228 5135 205
229 8393 66
230 1499 376
231 1434 873
232 865 75
233 6445 523
234 6503 884
235 8602 927
236 6429 274
237 7992 1
238 1099 977
