# Items: 40000, Weight: 10000000
# Index, Weight, Price
0 504 6242
1 928 3391
2 168 7130
3 378 5381
4 835 8704
5 858 7530
6 383 5119
7 835 3923
8 212 6422
9 733 5385
10 452 2963
11 458 1966
12 687 2660
13 299 884
14 507 2356
15 575 4854
16 574 6529
17 854 7601
18 400 1575
19 429 910
20 238 9761
21 764 5781
22 60 263
23 228 6013
24 708 8896
25 720 5826
26 812 7178
27 918 2734
28 252 9395
29 255 9981
30 288 8783
31 671 5826
32 832 1082
33 833 8462
34 137 8747
35 106 179
36 260 3931
37 795 4023
38 755 5235
39 762 1298
40 389 727
41 931 7142
42 582 2060
43 144 1013
44 681 2431
45 667 6704
46 900 89
47 847 219
48 503 651
49 291 4573
50 376 4320
51 927 2829
52 759 6038
53 14 3697
54 205 6991
55 876 9663
56 47 5280
57 795 2170
58 453 1149
59 532 5760
60 740 7956
61 200 3810
62 627 9993
63 819 2211
64 498 4423
65 33 1165
66 647 7741
67 939 1453
68 61 4535
69 985 7187
70 402 5752
71 353 6149
72 484 9756
73 939 2396
74 480 7883
75 314 5514
76 77 2767
77 425 7189
78 602 3235
79 583 5163
80 275 1091
81 990 3541
82 155 1791
83 654 4822
84 504 8777
85 323 8277
86 315 4353
87 297 6247
88 810 7419
89 496 4267
90 196 589
91 317 9655
92 304 5641
93 121 8398
94 215 3102
95 937 5422
96 64 4373
97 29 2095
98 67 6449
99 143 9890
100 454 6931
101 571 2496
102 163 1950
103 440 489
104 484 1691
105 477 9831
106 855 1233
107 986 4254
108 21 3920
109 500 5132
110 102 6280
111 577 1970
112 879 9468
113 206 8996
114 676 5073
115 970 6788
116 957 2428
117 64 3468
118 106 2195
119 59 1648
120 773 7206
121 836 5808
122 249 44
123 344 9647
124 800 5566
125 928 1650
126 16 5154
127 703 9067
128 257 3791
129 419 813
130 370 9155
131 791 5195
132 282 747
133 264 519
134 945 3294
135 250 2403
136 962 5263
137 195 1352
138 641 9140
139 491 7225
140 181 5670
141 967 9906
142 140 413
143 259 1658
144 537 5433
145 635 9084
146 703 5210
147 765 4074
