# Items: 25000, Weight: 625000
# Index, Weight, Price
0 14 21
1 81 459
2 19 872
3 22 413
4 24 228
5 46 904
6 59 741
7 73 271
8 71 357
9 61 153
10 59 525
11 96 879
12 4 521
13 68 793
14 15 603
15 88 338
16 24 476
17 36 948
18 27 873
19 67 929
20 35 663
21 27 738
22 81 49
23 76 127
24 70 873
25 76 40
26 71 352
27 19 262
28 3 850
29 82 595
30 60 798
31 63 325
32 25 280
33 65 37
34 61 578
35 53 42
36 88 479
37 83 178
38 66 662
39 25 722
40 9 275
41 85 290
42 29 5
43 35 854
44 59 272
45 14 611
46 12 843
47 40 380
48 57 187
49 62 424
50 33 318
51 22 851
52 37 436
53 81 219
54 45 640
55 43 247
56 7 973
57 48 116
58 59 935
59 67 642
60 21 36
61 23 28
62 90 616
63 44 605
64 90 963
65 80 40
66 68 557
67 4 183
68 9 81
69 10 264
70 29 710
71 9 583
72 66 731
73 45 378
74 58 670
75 71 714
76 69 436
77 80 662
78 6 561
79 43 646
80 9 161
81 58 378
82 12 351
83 41 289
84 89 321
85 35 259
86 40 375
87 21 419
88 36 347
89 40 693
90 92 869
91 85 646
92 20 980
93 49 777
94 66 288
95 43 293
96 12 61
97 1 812
98 46 804
99 31 932
100 69 595
101 88 440
102 34 106
103 4 43
104 13 431
105 55 337
106 31 478
107 26 764
108 44 93
109 91 368
110 34 686
111 4 148
112 50 622
113 79 218
114 33 924
115 66 126
116 55 22
117 39 673
118 41 691
119 18 119
120 50 127
121 92 947
122 83 27
123 57 466
124 22 20
125 49 241
126 7 50
127 27 33
128 80 997
129 33 172
130 99 784
131 68 639
132 65 514
133 54 313
134 96 958
135 28 341
136 75 629
137 35 593
138 70 622
139 67 752
140 47 645
141 22 827
142 50 830
143 18 222
144 99 208
145 50 851
146 53 561
147 84 1
148 37 509
149 5 865
150 48 617
151 21 895
152 34 199
153 14 263
154 36 229
155 77 43
156 51 398
157 94 287
158 16 81
159 24 604
160 43 242
161 58 904
162 28 938
163 70 987
164 90 185
165 78 528
166 50 173
167 95 499
168 52 78
169 53 813
170 35 489
171 26 321
172 74 58
173 13 557
174 14 79
175 16 188
176 73 882
177 35 550
178 53 613
179 32 135
180 30 776
181 30 485
182 10 284
183 14 871
184 87 401
185 9 326
186 75 207
187 97 236
188 21 332
189 58 251
190 98 783
191 80 191
192 74 555
193 13 552
194 93 406
195 26 461
196 81 98
197 66 757
198 4 239
199 92 635
200 36 144
201 77 57
202 15 664
203 40 692
204 84 480
205 52 55
206 60 430
207 44 61
208 33 225
209 43 751
210 19 551
211 98 505
212 19 424
213 68 880
214 83 886
215 38 326
216 82 819
217 41 455
218 66 569
